start-x,start-y,end-x,end-y,start-time,end-time,car-id,car-type,average-speed
65,144,115,167,2015-05-08 01:14:43,2015-05-08 01:31:24,20150008010008-348,1,30.857142857142858
64,25,115,167,2015-05-08 01:41:31,2015-05-08 02:05:38,20150708010747-474,1,30.601243953006218
65,144,17,67,2015-05-08 02:00:56,2015-05-08 02:14:04,20154108014111-723,1,35.90862944162436
64,25,115,167,2015-05-08 02:45:34,2015-05-08 03:07:10,20151308021340-431,3,34.166666666666664
124,111,140,184,2015-05-08 02:46:44,2015-05-08 02:57:13,20152308022352-388,2,33.31001589825119
65,144,17,67,2015-05-08 02:40:00,2015-05-08 02:51:39,20152608022645-733,3,40.48068669527897
65,144,115,167,2015-05-08 04:39:13,2015-05-08 04:52:25,20152708042738-355,1,39.0
183,87,140,184,2015-05-08 04:48:18,2015-05-08 05:08:35,20154808044818-373,2,33.36729663105998
65,144,115,167,2015-05-08 09:16:15,2015-05-08 09:29:29,20151608051630-185,1,38.90176322418136
69,98,62,13,2015-05-08 06:10:41,2015-05-08 06:22:54,20155108055113-217,3,37.129604365620736
138,181,128,175,2015-05-08 07:52:49,2015-05-08 07:54:16,20150908060913-42,2P,39.724137931034484
104,32,183,87,2015-05-08 06:44:21,2015-05-08 07:07:17,20151008061036-397,2,30.45348837209302
64,25,62,13,2015-05-08 06:44:47,2015-05-08 06:46:19,20151408061423-887,3,32.869565217391305
104,32,183,87,2015-05-08 06:56:37,2015-05-08 07:19:40,20152208062246-552,3,30.29934924078091
138,181,128,175,2015-05-08 10:09:27,2015-05-08 10:10:55,20153808063835-434,2P,39.272727272727266
65,144,17,67,2015-05-08 07:09:18,2015-05-08 07:23:48,20155208065252-159,2,32.52413793103448
104,32,183,87,2015-05-10 22:20:14,2015-05-10 22:42:43,20155308075334-739,1,31.063009636767973
140,184,183,87,2015-05-08 07:58:20,2015-05-08 08:18:19,20155808075820-882,4,33.86822351959967
44,64,17,67,2015-05-11 10:40:53,2015-05-11 10:46:13,20151308081312-606,1,39.15
65,144,115,167,2015-05-09 13:49:23,2015-05-09 14:04:08,20152608082640-6,1,34.90169491525424
65,144,17,67,2015-05-08 09:51:07,2015-05-08 10:06:01,20155508085530-44,3,31.651006711409394
104,32,183,87,2015-05-08 09:45:36,2015-05-08 10:08:47,20155908085904-135,2,30.125089863407617
138,181,128,175,2015-05-08 11:46:02,2015-05-08 11:47:38,20152208092238-312,2P,35.99999999999999
62,13,115,167,2015-05-08 09:43:28,2015-05-08 10:04:41,20154308094328-663,3,36.82010997643362
65,144,115,167,2015-05-14 14:32:10,2015-05-14 14:46:27,20155608095633-284,1,36.042007001166866
138,181,128,175,2015-05-08 11:29:05,2015-05-08 11:30:52,20155708095746-227,2P,32.299065420560744
69,98,62,13,2015-05-11 22:22:16,2015-05-11 22:35:15,20153008103024-792,1,34.937098844672654
124,111,140,184,2015-05-08 12:21:26,2015-05-08 12:31:45,20152808112822-341,2,33.8481421647819
104,32,183,87,2015-05-08 12:18:25,2015-05-08 12:40:51,20153308113328-678,1,31.132243684992567
124,111,140,184,2015-05-09 21:35:30,2015-05-09 21:46:20,20154008114008-610,1,32.23384615384615
150,177,183,87,2015-05-10 18:38:02,2015-05-10 18:59:21,20154908114938-83,1,32.594214229867084
140,184,183,87,2015-05-08 12:31:36,2015-05-08 12:51:08,20153108123136-918,4,34.648464163822524
104,32,183,87,2015-05-12 09:46:30,2015-05-12 10:09:38,20152708012754-464,2,30.190201729106626
65,144,115,167,2015-05-10 07:23:55,2015-05-10 07:37:10,20152908012941-964,2,38.85283018867925
64,25,115,167,2015-05-08 16:00:21,2015-05-08 16:22:33,20152008022034-837,2,33.24324324324324
183,87,140,184,2015-05-08 14:50:38,2015-05-08 15:07:57,20155008025038-252,2,39.083734359961504
64,25,62,13,2015-05-08 16:01:34,2015-05-08 16:03:22,20152808032805-306,5,28.0
65,144,17,67,2015-05-18 16:15:03,2015-05-18 16:30:14,20150608040651-249,2,31.060373216245885
140,184,183,87,2015-05-08 16:09:21,2015-05-08 16:30:42,20150908040921-563,2,31.70023419203747
62,13,115,167,2015-05-08 17:20:17,2015-05-08 17:43:33,20152008052017-725,2,33.57593123209169
104,32,183,87,2015-05-09 21:07:18,2015-05-09 21:27:43,20153108053146-433,1,34.20734693877551
69,98,62,13,2015-05-08 19:55:55,2015-05-08 20:09:07,20153408073457-999,1,34.36363636363636
65,144,17,67,2015-05-08 20:45:10,2015-05-08 20:58:19,20155608075604-962,3,35.86311787072243
124,111,140,184,2015-05-08 20:20:47,2015-05-08 20:30:14,20150008080010-6,2,36.95238095238095
104,32,183,87,2015-05-08 20:31:39,2015-05-08 20:53:13,20152008082026-609,1,32.38330757341576
64,25,62,13,2015-05-08 21:56:15,2015-05-08 21:57:54,20152308092357-115,2,30.545454545454543
183,87,140,184,2015-05-08 21:25:29,2015-05-08 21:46:05,20152508092529-564,1,32.85436893203883
64,25,62,13,2015-05-08 22:22:41,2015-05-08 22:24:03,20155708095706-36,3,36.8780487804878
65,144,17,67,2015-05-08 22:46:31,2015-05-08 22:58:55,20150108100148-571,1,38.03225806451613
64,25,115,167,2015-05-09 00:12:59,2015-05-09 00:34:13,20154308114314-130,1,34.75667189952904
65,144,17,67,2015-05-09 01:21:14,2015-05-09 01:33:15,20150309010312-403,5,39.245492371705964
65,144,17,67,2015-05-09 03:04:34,2015-05-09 03:17:24,20154509024518-62,2,36.748051948051945
65,144,17,67,2015-05-09 03:55:52,2015-05-09 04:10:13,20150209030226-601,3,32.864111498257834
104,32,183,87,2015-05-09 03:43:33,2015-05-09 04:01:20,20150709030753-123,2,39.27272727272727
124,111,140,184,2015-05-09 04:02:37,2015-05-09 04:12:39,20151009031056-749,1,34.80398671096345
69,98,62,13,2015-05-09 03:36:04,2015-05-09 03:50:15,20151309031329-895,1,31.981198589894237
64,25,62,13,2015-05-09 03:59:19,2015-05-09 04:01:03,20152709032721-99,2,29.076923076923077
104,32,183,87,2015-05-09 04:37:54,2015-05-09 04:55:33,20150209040222-611,3,39.56940509915013
115,167,62,13,2015-05-09 05:03:39,2015-05-09 05:24:03,20150309050339-817,5,38.29411764705882
150,177,183,87,2015-05-09 12:00:02,2015-05-09 12:20:15,20151009061018-73,1,34.367683429513605
104,32,183,87,2015-05-09 07:57:06,2015-05-09 08:16:18,20154709074707-134,4,36.37499999999999
65,144,17,67,2015-05-09 08:14:23,2015-05-09 08:26:27,20155609075614-26,1,39.0828729281768
64,25,62,13,2015-05-12 20:26:25,2015-05-12 20:27:52,20150309080352-837,2,34.758620689655174
64,25,115,167,2015-05-09 12:35:35,2015-05-09 12:59:27,20151809081807-728,1,30.921787709497202
65,144,115,167,2015-05-11 12:20:35,2015-05-11 12:34:00,20152009082046-820,1,38.37018633540372
64,25,62,13,2015-05-09 08:56:33,2015-05-09 08:58:03,20152809082828-889,4,33.599999999999994
69,98,62,13,2015-06-03 19:25:44,2015-06-03 19:37:03,20155909085910-596,1,40.08247422680412
65,144,115,167,2015-05-17 20:15:10,2015-05-17 20:28:21,20151709091702-944,1,39.04930467762326
138,181,128,175,2015-05-09 11:30:20,2015-05-09 11:31:55,20153809093819-671,2P,36.37894736842105
124,111,140,184,2015-05-11 12:44:34,2015-05-11 12:54:49,20150309100312-290,1,34.068292682926824
65,144,115,167,2015-05-09 11:52:22,2015-05-09 12:08:04,20155709105754-104,2,32.789808917197455
65,144,115,167,2015-05-10 20:31:49,2015-05-10 20:48:25,20153109123109-53,1,31.012048192771083
186,55,183,87,2015-05-11 06:30:03,2015-05-11 06:36:33,20155509125554-329,2,32.676923076923075
104,32,183,87,2015-05-13 17:55:22,2015-05-13 18:15:07,20155809125852-460,2,35.36202531645569
65,144,115,167,2015-05-12 18:53:37,2015-05-12 19:07:32,20152209012245-920,2,36.99161676646707
138,181,128,175,2015-05-09 18:10:05,2015-05-09 18:11:41,20150109020146-55,2P,35.99999999999999
65,144,17,67,2015-05-09 15:09:42,2015-05-09 15:23:04,20151909021950-190,5,35.281795511221944
69,98,62,13,2015-05-09 15:10:22,2015-05-09 15:23:51,20152709022719-478,1,33.64153275648949
124,111,140,184,2015-05-09 16:29:38,2015-05-09 16:39:01,20154109034123-194,2,37.214920071047956
136,137,140,184,2015-05-10 21:41:24,2015-05-10 21:48:08,20152309042350-396,2,32.61386138613861
138,181,128,175,2015-05-09 17:51:58,2015-05-09 17:53:37,20155909045908-663,2P,34.90909090909091
124,111,140,184,2015-05-11 10:45:42,2015-05-11 10:56:00,20150409050412-493,2,33.90291262135922
64,25,115,167,2015-05-13 20:42:57,2015-05-13 21:05:37,20155009055024-626,2,32.55882352941176
115,167,62,13,2015-05-09 18:16:25,2015-05-09 18:39:51,20151609061625-849,2,33.33712660028449
124,111,140,184,2015-05-09 19:27:42,2015-05-09 19:37:08,20153909063900-406,4,37.01766784452296
64,25,62,13,2015-05-09 19:46:00,2015-05-09 19:47:28,20151709071708-623,5,34.36363636363636
65,144,17,67,2015-05-09 20:08:45,2015-05-09 20:20:54,20152409072455-322,2,38.81481481481481
69,98,62,13,2015-05-09 20:30:53,2015-05-09 20:44:27,20150909080919-967,2,33.434889434889435
104,32,183,87,2015-05-10 00:33:14,2015-05-10 00:55:02,20152110122153-299,5,32.03669724770642
64,25,62,13,2015-05-10 02:58:05,2015-05-10 02:59:47,20152610022639-223,2,29.647058823529413
104,32,183,87,2015-05-10 03:07:17,2015-05-10 03:27:23,20152610022654-88,2,34.74626865671641
69,98,62,13,2015-05-10 02:53:28,2015-05-10 03:06:57,20153210023203-833,4,33.64153275648949
64,25,62,13,2015-05-10 03:05:57,2015-05-10 03:07:28,20153710023742-746,5,33.230769230769226
124,111,140,184,2015-05-10 04:25:14,2015-05-10 04:34:25,20153810033802-347,5,38.02540834845735
140,184,183,87,2015-05-10 04:06:41,2015-05-10 04:27:58,20150610040641-716,4,31.799530148786218
64,25,62,13,2015-05-10 06:42:15,2015-05-10 06:43:54,20151510051515-843,1,30.545454545454543
183,87,140,184,2015-05-10 05:49:06,2015-05-10 06:07:00,20154910054906-343,2,37.81005586592178
64,25,62,13,2015-05-10 06:32:57,2015-05-10 06:34:28,20150310060307-190,2,33.230769230769226
45,68,17,67,2015-05-12 08:00:52,2015-05-12 08:12:18,20154510064550-279,2,35.580174927113696
64,25,115,167,2015-05-11 11:50:32,2015-05-11 12:11:02,20155910065938-444,1,35.99999999999999
138,181,128,175,2015-05-10 09:46:32,2015-05-10 09:48:14,20151010071016-369,2P,33.88235294117647
65,144,115,167,2015-05-13 12:52:47,2015-05-13 13:06:58,20151810071802-340,2,36.29612220916569
62,13,115,167,2015-05-10 07:18:16,2015-05-10 07:41:28,20151810071816-403,2,33.672413793103445
65,144,115,167,2015-05-12 15:58:37,2015-05-12 16:14:51,20150910080953-624,2,31.71252566735113
138,181,128,175,2015-05-10 15:56:33,2015-05-10 15:57:57,20151910081922-106,2P,41.14285714285714
138,181,128,175,2015-05-10 17:47:01,2015-05-10 17:48:28,20150210090226-728,2P,39.724137931034484
69,98,62,13,2015-05-11 18:20:28,2015-05-11 18:33:17,20153010103013-306,2,35.391417425227566
62,13,115,167,2015-05-10 10:52:07,2015-05-10 11:14:39,20155210105207-288,2,34.66863905325444
150,177,183,87,2015-05-12 17:26:39,2015-05-12 17:44:00,20150410110411-548,1,40.04610951008645
150,177,140,184,2015-05-10 11:58:10,2015-05-10 12:00:44,20152210112213-643,1,32.25974025974026
65,144,115,167,2015-05-10 12:32:33,2015-05-10 12:47:31,20155010115003-484,1,34.39643652561247
104,32,183,87,2015-05-10 13:42:14,2015-05-10 14:03:07,20155410115436-216,1,33.44293695131684
124,111,140,184,2015-05-10 14:43:06,2015-05-10 14:54:22,20153610123613-496,1,30.994082840236686
104,32,183,87,2015-05-12 14:28:12,2015-05-12 14:48:36,20154410124411-337,1,34.23529411764705
64,25,62,13,2015-05-10 14:27:01,2015-05-10 14:28:38,20155610125617-623,1,31.175257731958762
138,181,128,175,2015-05-10 15:47:17,2015-05-10 15:48:49,20154310014313-489,2P,37.565217391304344
140,184,183,87,2015-05-10 13:46:06,2015-05-10 14:04:03,20154610014606-666,6,37.70473537604456
150,177,140,184,2015-05-12 08:31:19,2015-05-12 08:34:00,20153410023431-149,3,30.857142857142858
124,111,140,184,2015-05-10 18:15:26,2015-05-10 18:25:27,20154910044953-135,2,34.86189683860233
62,13,115,167,2015-05-10 17:01:07,2015-05-10 17:22:04,20150110050107-785,1,37.288782816229116
64,25,62,13,2015-05-10 17:56:01,2015-05-10 17:57:43,20152410052429-714,1,29.647058823529413
104,32,183,87,2015-05-10 17:50:50,2015-05-10 18:11:05,20154010054018-304,2,34.48888888888888
124,111,140,184,2015-05-10 20:57:03,2015-05-10 21:06:57,20150610080607-654,5,35.272727272727266
65,144,115,167,2015-05-10 21:25:20,2015-05-10 21:39:21,20151310091305-997,4,36.72770511296076
64,25,115,167,2015-05-10 21:59:42,2015-05-10 22:22:50,20152710092718-59,2,31.90201729106628
65,144,115,167,2015-05-10 22:14:37,2015-05-10 22:29:38,20150110100128-45,1,34.281908990011104
64,25,115,167,2015-05-10 22:59:58,2015-05-10 23:19:32,20153210103235-776,2,37.71720613287904
104,32,183,87,2015-05-10 23:01:58,2015-05-10 23:24:47,20155010105008-953,1,30.609203798392986
183,87,140,184,2015-05-10 23:35:36,2015-05-10 23:53:10,20153510113536-637,1,38.52751423149905
64,25,115,167,2015-05-11 02:44:30,2015-05-11 03:04:30,20151511021500-100,1,36.9
64,25,62,13,2015-05-11 02:53:31,2015-05-11 02:55:14,20152011022004-669,1,29.35922330097087
69,98,62,13,2015-05-11 05:01:32,2015-05-11 05:14:00,20154111044139-392,3,36.38502673796791
65,144,115,167,2015-05-11 10:13:29,2015-05-11 10:28:09,20153111053120-55,3,35.1
65,144,17,67,2015-05-11 06:59:10,2015-05-11 07:12:52,20150911060943-442,4,34.42335766423358
64,25,62,13,2015-05-14 11:05:54,2015-05-14 11:07:37,20150911060947-468,3,29.35922330097087
65,144,115,167,2015-05-11 06:23:06,2015-05-11 06:38:13,20150911060951-66,1,34.05512679162072
104,32,183,87,2015-05-11 15:41:27,2015-05-11 16:01:45,20154011064035-593,2,34.4039408866995
138,181,128,175,2015-05-11 08:19:04,2015-05-11 08:20:28,20155111065136-856,2P,41.14285714285714
183,87,140,184,2015-05-11 06:58:18,2015-05-11 07:15:57,20155811065818-614,6,38.345609065155806
104,32,183,87,2015-05-11 07:11:01,2015-05-11 07:29:05,20150111070138-888,2,38.65682656826568
124,111,140,184,2015-05-11 07:38:39,2015-05-11 07:47:56,20151811071822-531,1,37.615798922800714
64,25,62,13,2015-05-13 15:04:34,2015-05-13 15:06:13,20155911075946-694,2,30.545454545454543
65,144,17,67,2015-05-11 08:59:14,2015-05-11 09:13:27,20153711083756-161,5,33.172332942555684
104,32,183,87,2015-05-12 18:00:06,2015-05-12 18:22:05,20154911084948-971,3,31.76952236542835
104,32,183,87,2015-05-15 14:22:06,2015-05-15 14:39:48,20153311093300-612,1,39.45762711864407
186,55,183,87,2015-05-13 08:40:22,2015-05-13 08:45:43,20155411105423-23,2,39.70093457943925
69,98,62,13,2015-05-11 11:43:53,2015-05-11 11:56:21,20152411112400-77,3,36.38502673796791
64,25,62,13,2015-05-23 14:58:20,2015-05-23 15:00:07,20152411112403-168,1,28.261682242990652
65,144,17,67,2015-05-22 11:56:49,2015-05-22 12:09:58,20154011114039-253,1,35.86311787072243
64,25,62,13,2015-05-11 12:59:24,2015-05-11 13:01:07,20152511122549-56,1,29.35922330097087
124,111,140,184,2015-05-11 14:23:56,2015-05-11 14:33:07,20154611014629-696,1,38.02540834845735
65,144,17,67,2015-05-11 14:04:14,2015-05-11 14:18:35,20154811014801-200,3,32.864111498257834
138,181,128,175,2015-05-11 15:50:02,2015-05-11 15:51:35,20155311015300-19,2P,37.16129032258064
138,181,128,175,2015-05-11 17:35:12,2015-05-11 17:37:01,20150711020710-628,2P,31.706422018348622
65,144,17,67,2015-05-11 15:47:01,2015-05-11 15:58:52,20150211030247-915,3,39.79746835443037
115,167,62,13,2015-05-11 15:06:06,2015-05-11 15:27:35,20150611030606-430,4,36.363072148952675
186,55,183,87,2015-05-13 18:46:24,2015-05-13 18:51:56,20152011032039-149,1,38.385542168674704
65,144,17,67,2015-05-11 16:26:10,2015-05-11 16:38:50,20151111041149-456,2,37.23157894736842
64,25,62,13,2015-05-11 17:29:14,2015-05-11 17:30:51,20155911045907-487,4,31.175257731958762
138,181,128,175,2015-05-11 19:38:08,2015-05-11 19:39:46,20152011052058-197,2P,35.26530612244898
65,144,115,167,2015-05-16 12:09:51,2015-05-16 12:25:41,20154211054209-984,2,32.513684210526314
65,144,17,67,2015-05-11 18:44:02,2015-05-11 18:57:59,20152311062307-732,4,33.806451612903224
104,32,183,87,2015-05-11 20:06:09,2015-05-11 20:29:23,20151911071935-373,1,30.060258249641315
104,32,183,87,2015-05-11 20:12:55,2015-05-11 20:35:24,20150111080117-6,1,31.063009636767973
64,25,115,167,2015-05-11 20:47:23,2015-05-11 21:08:07,20151611081647-123,3,35.59485530546623
183,87,140,184,2015-05-11 21:02:17,2015-05-11 21:22:25,20150211090217-8,2,33.615894039735096
62,13,115,167,2015-05-11 22:46:20,2015-05-11 23:11:05,20154611104620-774,1,31.563636363636363
65,144,17,67,2015-05-11 23:41:39,2015-05-11 23:55:26,20152011112059-543,1,34.21523579201934
65,144,17,67,2015-05-12 01:07:20,2015-05-12 01:21:30,20151612121615-643,1,33.28941176470588
104,32,183,87,2015-05-12 02:15:29,2015-05-12 02:38:47,20152812012846-131,4,29.974248927038627
64,25,115,167,2015-05-12 02:01:20,2015-05-12 02:22:45,20152912012942-33,3,34.459143968871594
64,25,62,13,2015-05-12 03:39:35,2015-05-12 03:41:07,20151112031115-285,2,32.869565217391305
64,25,115,167,2015-05-12 03:49:45,2015-05-12 04:11:33,20151912031911-728,3,33.85321100917431
65,144,17,67,2015-05-12 04:32:04,2015-05-12 04:44:00,20154912034901-567,2,39.5195530726257
183,87,140,184,2015-05-12 03:52:38,2015-05-12 04:12:02,20155212035238-957,3,34.886597938144334
62,13,115,167,2015-05-12 04:05:36,2015-05-12 04:31:00,20150512040536-561,5,30.755905511811022
64,25,115,167,2015-05-12 04:58:55,2015-05-12 05:18:03,20153212043209-241,6,38.57142857142857
140,184,183,87,2015-05-12 04:44:22,2015-05-12 05:06:54,20154412044422-275,4,30.035502958579883
104,32,183,87,2015-05-12 05:27:48,2015-05-12 05:49:36,20155512045541-545,4,32.03669724770642
124,111,140,184,2015-05-12 06:29:49,2015-05-12 06:39:05,20155212055201-823,3,37.68345323741007
115,167,62,13,2015-05-12 06:12:27,2015-05-12 06:32:00,20151212061227-505,1,39.95907928388747
115,167,62,13,2015-05-12 06:16:33,2015-05-12 06:42:14,20151612061633-319,3,30.41661258922777
65,144,115,167,2015-05-15 15:54:35,2015-05-15 16:07:56,20151412071422-498,1,38.561797752808985
138,181,128,175,2015-05-12 16:52:46,2015-05-12 16:54:28,20154312074332-201,2P,33.88235294117647
62,13,115,167,2015-05-12 07:53:11,2015-05-12 08:16:55,20155312075311-671,1,32.91573033707865
138,181,128,175,2015-05-12 17:31:30,2015-05-12 17:33:02,20152212092229-313,2P,37.565217391304344
64,25,115,167,2015-05-12 10:01:07,2015-05-12 10:21:32,20153012093056-795,5,36.1469387755102
64,25,62,13,2015-05-12 10:02:11,2015-05-12 10:03:34,20153512093515-115,6,36.433734939759034
124,111,140,184,2015-05-12 11:17:49,2015-05-12 11:27:05,20153012103014-90,3,37.68345323741007
64,25,62,13,2015-05-13 22:47:49,2015-05-13 22:49:19,20153912113932-996,2,33.599999999999994
64,25,115,167,2015-05-13 12:30:53,2015-05-13 12:52:48,20150412120454-71,1,33.673003802281364
136,137,183,87,2015-05-15 13:54:39,2015-05-15 14:10:07,20151812011836-943,1,30.956896551724135
150,177,140,184,2015-05-18 20:22:23,2015-05-18 20:24:44,20152712012750-549,1,35.234042553191486
138,181,128,175,2015-05-12 15:15:30,2015-05-12 15:17:05,20153712013718-885,2P,36.37894736842105
64,25,115,167,2015-05-12 15:41:11,2015-05-12 16:04:45,20154612024611-181,1,31.31541725601131
138,181,128,175,2015-05-12 17:13:42,2015-05-12 17:15:16,20153012033056-967,2P,36.76595744680851
64,25,115,167,2015-05-18 18:31:56,2015-05-18 18:55:54,20155812035804-861,1,30.792767732962446
104,32,183,87,2015-05-12 16:26:29,2015-05-12 16:45:33,20155812035827-157,4,36.62937062937063
69,98,62,13,2015-05-15 11:39:40,2015-05-15 11:51:41,20151312041350-13,2,37.74757281553398
65,144,17,67,2015-05-12 17:24:52,2015-05-12 17:38:13,20151612041658-450,2,35.32584269662921
64,25,115,167,2015-05-12 17:23:48,2015-05-12 17:46:32,20155012045013-236,2,32.4633431085044
65,144,115,167,2015-05-13 19:49:21,2015-05-13 20:02:37,20151112051139-269,3,38.80402010050251
124,111,140,184,2015-05-13 18:24:49,2015-05-13 18:34:00,20151312051315-26,2,38.02540834845735
124,111,140,184,2015-05-12 18:01:49,2015-05-12 18:13:22,20151412051445-249,1,30.23376623376623
104,32,183,87,2015-05-12 17:59:07,2015-05-12 18:17:01,20153212053251-318,2,39.01675977653631
65,144,17,67,2015-05-21 10:38:48,2015-05-21 10:50:20,20154612054651-827,2,40.89017341040462
124,111,140,184,2015-05-18 10:35:30,2015-05-18 10:46:24,20155612055615-47,3,32.03669724770642
65,144,17,67,2015-05-12 23:02:19,2015-05-12 23:16:26,20151112101120-762,1,33.40731995277449
65,144,17,67,2015-05-12 23:17:58,2015-05-12 23:32:28,20152312102355-589,6,32.52413793103448
65,144,17,67,2015-05-12 23:52:37,2015-05-13 00:06:06,20150312110359-70,2,34.97651421508034
69,98,62,13,2015-05-13 01:07:00,2015-05-13 01:20:36,20154513124521-814,3,33.35294117647059
64,25,62,13,2015-05-13 01:21:02,2015-05-13 01:22:34,20155013125038-270,2,32.869565217391305
65,144,17,67,2015-05-13 01:54:21,2015-05-13 02:06:19,20151113011105-825,4,39.409470752089135
64,25,62,13,2015-05-13 01:51:40,2015-05-13 01:53:16,20152013012002-670,4,31.499999999999996
104,32,183,87,2015-05-13 01:51:30,2015-05-13 02:14:08,20153913013945-531,4,30.857142857142854
